M_id;T_id;Price_2.2
80155;330382;нет
136136;466961;нет
136135;377644;нет
47988;387600;нет
52267;331589;нет
51056;335019;нет
107300;379357;нет
40994;365079;нет
37122;363379;нет
68724;368967;58,32
53267;449723;нет
43231;326760;нет
43232;328621;нет
149002;430983;нет
56653;336834;нет
68668;339143;нет
21623;348349;26,9
68665;350921;нет
61753;329556;нет
23104;328151;нет
154926;433970;нет
77886;345460;нет
153501;528844;55,04
85264;347058;нет
161837;464609;нет
112573;426151;нет
125395;474344;нет
105548;413606;нет
112702;431830;нет
77887;364199;нет
84732;330964;нет
136585;467390;нет
166216;381375;нет
166217;466731;нет
111451;465907;нет
62913;332713;125,16
92775;329779;нет
125572;432140;34,6
109147;412959;нет
50357;432008;нет
112562;330659;нет
64852;347262;нет
64851;353724;нет
64507;379411;нет
20795;335022;нет
103624;464610;нет
149011;416847;нет
124171;462256;нет
124165;466691;нет
174934;463235;нет
200626;465472;нет
127176;437757;нет
127177;426265;нет
127174;437756;нет
127175;426264;нет
106099;380475;нет
97903;381253;47,89
77405;381669;нет
33435;329148;9,83
40999;346184;нет
43233;327867;нет
68725;466712;91,69
138336;447965;нет
127334;437748;нет
127335;438729;нет
124559;431539;нет
61757;328152;нет
124469;431613;нет
46951;346525;нет
20799;329298;нет
130434;425869;нет
90231;399725;нет
293479;528845;нет
92581;570733;9,77
62085;356491;нет
41005;364800;нет
41006;346934;нет
95317;411458;нет
111154;431335;нет
92581;380323;9,77
92582;411451;53,09
90387;416849;нет
75787;402216;нет
75785;431255;нет
33003;329201;6,97
51321;367041;нет
53272;367056;нет
9196;334100;нет
53270;375475;103,24
65093;334253;нет
97405;354670;нет
97404;331332;нет
111084;359609;нет
61824;331549;17,54
63556;351800;нет
60091;437301;нет
56024;335044;нет
56025;335045;73,31
12640;327125;8,26
62790;334063;нет
74355;389945;нет
90821;426372;нет
90824;380478;нет
58483;415139;нет
34994;363860;нет
107804;332604;66,55
107805;330989;303,64
6251;327455;нет
2480;335470;нет
20675;327766;нет
28762;387011;нет
86142;344412;нет
113067;336779;нет
113068;326878;нет
24176;577067;нет
29022;330367;нет
29023;331612;нет
29024;340437;нет
29025;346393;нет
35719;326510;нет
24205;335768;нет
35572;327767;нет
35574;331004;нет
64396;331005;нет
7623;334954;нет
12059;326847;нет
138912;425895;нет
86265;346807;нет
99684;430982;нет
99685;459454;нет
126921;432298;90,6
73019;347263;нет
6309;330589;нет
6310;353625;39,76
3767;327791;нет
6311;327792;68,22
61990;355082;нет
74352;330963;нет
30167;326813;нет
50439;329258;нет
358675;564210;нет
79847;335729;нет
36294;415801;нет
35359;336837;нет
56087;330593;нет
77289;365048;нет
30667;326591;19,05
77290;439246;нет
40587;439245;нет
112259;377873;нет
44127;329392;нет
44315;330832;нет
52138;535561;11,66
81767;328793;7,32
87490;379339;нет
72918;331550;нет
38284;380498;13,26
150862;475251;нет
150863;475252;нет
67308;415989;нет
67307;463634;нет
54303;346131;нет
54304;403915;нет
42811;347109;нет
67309;431710;нет
6172;351773;нет
324191;578866;116,78
91774;351316;нет
102898;436412;нет
149299;466418;нет
18774;365983;нет
18775;370418;нет
308561;568046;139,28
293489;563837;311,94
148280;462136;нет
148281;462137;нет
80849;436414;нет
80848;466055;нет
62827;461648;нет
62826;465424;нет
85527;336560;нет
85526;344383;нет
93719;437641;нет
291003;487223;160,71
291004;487224;147,88
56295;347798;нет
93720;350600;нет
93721;437363;нет
88909;341856;489,34
96658;358738;137,17
18167;336838;нет
47993;570728;нет
3458;326735;нет
47994;330064;86,78
47992;335773;нет
3772;329090;нет
3774;326720;нет
22209;339543;10,05
103642;431875;нет
93234;514092;нет
154683;467211;нет
94905;346924;нет
56028;347907;нет
295326;577637;38,45
51308;353403;нет
141891;530853;нет
123875;466293;нет
227608;524486;нет
4356;326884;358,31
13667;351199;нет
49886;351866;нет
65608;568851;нет
65605;415167;нет
84973;353670;нет
192573;527203;нет
192575;527204;нет
192577;527205;нет
192571;527202;нет
307055;557132;нет
106232;360364;нет
106227;514065;нет
106229;524237;нет
181386;438724;нет
181387;438582;нет
164127;439962;224,04
35678;330709;241,38
295283;576584;178,23
331761;576586;119,26
130726;451944;нет
165393;373346;нет
112483;450115;нет
105973;389988;нет
106235;466735;нет
103735;439373;нет
51897;400407;нет
101064;463171;нет
112478;450114;нет
301535;334324;нет
157192;467414;нет
237221;475801;нет
125852;411293;нет
135036;438422;122,02
364174;562196;94,88
364177;562195;80,5
151784;438162;нет
151785;438163;нет
111798;334420;нет
111798;331935;нет
103738;334774;нет
66313;331936;нет
66314;334421;нет
66314;331937;нет
66315;330918;нет
66875;350746;нет
74617;331049;нет
74618;331942;нет
74619;331047;нет
74620;331048;нет
111798;331182;нет
66873;347544;нет
66874;331945;нет
66875;331074;нет
103748;330916;нет
66877;328079;нет
66878;337068;нет
66879;331183;нет
66880;360090;нет
66881;330574;нет
66319;353270;нет
66320;335921;нет
66321;331941;нет
66330;328966;нет
66331;346722;нет
67714;350392;нет
67715;331944;нет
67716;331943;нет
67717;328241;нет
111788;332223;нет
86514;334909;нет
86515;332222;нет
86516;332224;нет
86517;330841;нет
66503;330842;нет
66327;331854;нет
66328;335626;нет
66316;335627;нет
66317;335628;нет
66318;335629;нет
66329;335630;нет
66503;334907;нет
66841;331855;нет
66842;353357;нет
66843;331330;нет
66844;353401;нет
66876;330572;нет
66329;331329;нет
111809;341506;нет
77718;341505;нет
77722;344375;нет
77723;341504;нет
73750;350652;нет
81690;331938;нет
73072;331939;нет
73073;331940;нет
78869;330804;нет
78870;330844;нет
81689;330843;нет
86518;334905;нет
55768;329647;нет
83717;346269;нет
55763;329649;нет
55764;329645;нет
55765;329646;нет
55766;329650;нет
55767;352009;нет
100157;350822;нет
102791;350824;нет
102791;351478;нет
102792;352103;нет
70489;334620;137,99
109464;352371;340,19
70490;334621;551,78
88954;330306;нет
295786;514327;14,05
295763;514252;нет
295774;514311;13,81
81114;352069;нет
81141;351802;нет
81115;352070;нет
81035;351803;нет
81116;352073;нет
81022;351804;нет
81117;352071;нет
81036;351801;нет
81118;358570;нет
80999;351805;нет
81119;352072;нет
81142;351806;нет
81120;350915;нет
81143;345937;нет
56307;350858;нет
56308;350168;нет
56309;352059;нет
56310;350859;нет
56311;352060;нет
81132;351818;нет
81133;351817;нет
81134;350582;нет
81135;360091;нет
81158;351815;нет
81136;351816;нет
81137;351814;нет
81160;350583;нет
81138;358798;нет
81155;351362;нет
81156;350783;нет
81157;350781;нет
81159;350782;нет
81161;350780;нет
65556;350165;нет
65557;351364;нет
65558;350167;нет
65559;351365;нет
65560;350166;нет
81123;351809;нет
81146;351813;нет
81124;351808;нет
81147;350914;нет
81125;351872;нет
81148;350916;нет
81126;351810;нет
81149;351123;нет
81127;358797;нет
81150;330280;нет
81128;351811;нет
81151;351122;нет
81152;351807;нет
81152;338887;нет
59319;330279;нет
60201;329652;нет
59321;329653;нет
59322;330277;нет
59324;351363;нет
42615;328652;нет
42616;348392;нет
295751;514282;нет
42621;328901;нет
42628;328902;нет
47082;346243;нет
47083;344430;нет
42631;328698;нет
65535;346066;нет
65536;347128;нет
389822;564882;нет
360858;558827;нет
178607;467700;нет
197841;463363;210,71
295728;530078;нет
38936;358768;нет
38982;352992;нет
295745;514269;нет
85950;346202;нет
38932;328574;нет
295739;514272;1,51
38932;353195;нет
137273;354955;нет
295742;514270;нет
38933;332795;нет
295746;514268;нет
295740;514273;нет
38984;328843;нет
295744;514075;нет
295741;514271;5,87
38934;337571;нет
38937;329244;нет
295736;514274;1,88
295737;514275;3,53
38938;349462;нет
38935;332453;нет
181066;346233;нет
181068;358200;нет
190833;447808;нет
190832;447807;нет
316531;527471;224,91
228833;558714;нет
314891;558712;нет
77836;332830;нет
114401;355308;нет
79204;331198;нет
182215;438070;нет
132656;467654;нет
190996;439987;нет
132656;438069;нет
62160;333914;нет
88744;357907;нет
111815;352913;нет
111816;352983;нет
105704;352970;нет
148572;431868;нет
301630;514100;312,85
60990;330681;нет
410708;574204;73,64
374097;564212;86,7
36252;333774;5,67
96885;525578;нет
96228;339147;нет
116226;412842;нет
116226;465282;нет
233949;467230;нет
167390;360027;нет
177989;360034;нет
60391;330658;нет
113025;431739;нет
60388;333691;нет
80238;339261;нет
118122;356884;нет
185436;356885;101,03
185382;431621;18,88
185442;342894;62,24
128765;356115;36,88
185420;439697;нет
185426;564178;нет
89727;393342;80,14
185384;456439;20,46
185391;348626;нет
185390;439699;нет
67381;464243;нет
111190;464244;нет
102810;464242;нет
67385;333889;нет
80248;330244;нет
188343;450921;нет
185434;564177;65,19
185417;496796;145,26
128768;464115;нет
188348;449974;нет
138993;463553;нет
126711;439698;нет
188347;449972;200,25
264032;450819;228,43
200901;450818;186,6
188338;461650;270,47
67718;352973;нет
67719;333346;нет
67720;333347;нет
67721;333348;нет
67722;335308;нет
78852;352105;нет
78853;349548;нет
78854;349549;нет
78855;349550;нет
78852;349551;нет
95817;349547;нет
78854;349552;нет
95818;350394;нет
95816;350860;нет
78849;350861;нет
78850;350862;нет
78851;350863;нет
101368;328630;нет
66341;330791;нет
66342;330792;нет
66338;333349;нет
66339;330685;нет
68246;330686;нет
106380;351589;нет
66333;336196;нет
101370;349659;нет
70900;346723;нет
111793;330717;нет
111789;330718;нет
111790;330716;нет
111794;351037;нет
111795;339404;нет
314888;558716;нет
81240;333572;нет
71258;330160;нет
71257;330486;нет
97065;348721;нет
97064;348719;нет
97062;348443;нет
97063;348720;нет
16073;326969;нет
14928;326533;нет
15020;329097;нет
15017;336543;нет
15021;346171;нет
47308;335964;нет
84884;327353;нет
84897;327423;нет
65083;348444;нет
84889;327354;нет
97073;348514;нет
97076;348517;нет
97075;348515;нет
97074;348516;нет
97073;348513;нет
84885;348512;нет
84892;330793;нет
84905;330755;нет
84904;330042;нет
84905;330041;нет
118016;332910;нет
84886;352281;нет
84887;333686;нет
84899;331474;нет
84900;346197;нет
84883;333687;нет
84902;334419;нет
84907;333688;нет
84913;348717;нет
84909;348718;нет
84910;333190;нет
84911;335083;нет
85866;335643;нет
84908;335644;нет
64248;336431;нет
82370;330045;нет
82371;330044;нет
14930;336418;нет
82369;330584;нет
82367;326534;нет
82368;331564;нет
69432;333967;нет
69435;336929;нет
202162;466654;нет
219831;466653;47,53
43453;328919;нет
69411;329724;389,74
82081;358874;нет
69407;462896;50,35
69434;333283;нет
153997;414279;92,23
51387;329529;нет
219830;464746;390,58
52015;333641;нет
43456;328054;нет
43455;335910;нет
56680;333994;нет
98631;345008;нет
97785;340802;нет
97688;340803;нет
219839;464747;нет
59469;329545;нет
50584;572804;нет
43459;330105;нет
69409;466655;49,66
136727;358875;нет
43457;331971;нет
69433;334545;46,44
102307;350683;31,16
43448;328395;43,2
43449;337037;73,59
102059;347099;30,9
69116;329705;41,94
43451;328026;74,07
69436;350684;33,08
69437;327939;49,74
69438;327940;85,79
47295;369805;нет
47301;327323;нет
47303;327320;нет
62745;335947;нет
168805;451404;44,37
168801;449745;35,79
168800;449746;нет
168796;456326;нет
168808;456329;нет
168806;456330;54,54
168807;456331;54,22
355877;456332;нет
168799;456333;нет
169022;456336;нет
168968;449981;24,6
168969;456335;30,01
168875;456337;нет
168867;456338;24,26
168876;456339;24,46
169015;456340;нет
168971;456344;нет
168853;451495;24,51
169017;456345;нет
298317;498721;нет
298321;498720;нет
298332;498719;13,26
298344;498706;нет
298356;498705;14,17
388065;564678;нет
84903;328048;нет
62557;336713;нет
62558;335777;нет
47298;327310;нет
62568;327325;нет
62561;335739;нет
15024;327204;нет
47305;354044;нет
47305;327205;нет
53351;335948;нет
108494;558721;нет
347708;557531;70,5
347699;351318;нет
181003;557232;нет
347703;558814;112,79
347707;557226;нет
295756;514279;нет
43020;352863;нет
43018;353223;нет
295754;514277;нет
295759;514076;нет
43027;330003;нет
295757;514111;нет
43022;329333;нет
76178;335145;нет
115290;451131;1,05
189971;557238;нет
127480;451148;нет
192537;530079;нет
117948;438176;84,22
338099;581834;нет
338158;581835;нет
64863;328610;нет
64864;334053;нет
64865;331446;нет
64866;336668;нет
55752;330115;нет
55753;328612;нет
55754;347132;нет
55755;328613;нет
93031;563160;нет
294596;468746;нет
82938;331731;нет
82939;331732;нет
82940;335625;нет
77992;331966;нет
77993;352475;40,18
77994;334705;нет
77580;334623;9,47
77991;350054;нет
77990;332047;нет
77989;335580;6,28
77691;334706;нет
153840;424912;нет
153841;424913;нет
153842;424914;нет
153843;424909;33,11
153844;424910;42,51
153845;424911;нет
110350;350630;нет
291479;530082;45,26
291476;530083;59,45
291478;530080;60,23
291473;530081;58,87
81241;352048;нет
109252;351125;нет
95019;348382;нет
77541;348381;нет
77849;348298;нет
77850;348297;нет
77851;344572;нет
97067;351475;нет
78824;351474;нет
78825;351477;нет
78826;351476;нет
78827;357142;нет
78828;348646;нет
78831;348380;нет
78832;348647;нет
78833;348649;нет
92016;348648;нет
78033;349351;нет
78034;349352;нет
78035;349353;нет
78036;349350;нет
78037;348303;нет
78038;348302;нет
78039;348299;нет
78041;349844;нет
111748;431854;нет
111749;378816;11,71
87608;431693;нет
96742;347532;нет
125004;450946;нет
124286;450053;нет
95150;450049;нет
130526;431370;нет
115294;431371;нет
124197;452269;нет
55756;328614;нет
55757;347527;нет
55758;337022;нет
55759;337671;нет
55760;327192;нет
55761;326600;нет
55762;337672;нет
55759;351076;нет
55757;329651;нет
55760;349343;нет
55758;351075;нет
55756;349344;нет
55762;349346;нет
84895;346561;нет
84896;351148;нет
84888;345384;нет
84890;345862;нет
84891;346707;нет
84893;345964;нет
309208;526167;97,2
142674;378295;нет
147674;372626;нет
142674;367900;нет
156422;530084;нет
156111;530085;нет
167980;530086;нет
201283;530088;нет
226733;530087;нет
236996;530089;нет
156846;530090;нет
155733;530091;нет
155430;530092;нет
236996;581808;нет
179865;530093;нет
179867;530095;нет
179866;530094;нет
267527;530064;нет
197480;530065;нет
229899;530066;нет
267529;530067;нет
267534;530068;нет
267530;530069;5,53
298653;514351;нет
298652;514353;нет
295807;514350;1,82
43010;426041;нет
165051;426042;нет
298760;514349;нет
295808;514286;3,03
173282;530074;нет
173284;530075;нет
146134;359749;нет
191438;530096;нет
170460;530097;4,49
346044;336652;5,84
168484;530070;нет
168486;530071;5,37
174658;530073;47,2
174658;530072;47,2
298629;514352;нет
298670;514354;нет
52509;349533;36,8
52510;349534;44,84
52511;358105;57,77
52512;349535;63,91
52505;350122;25,74
52507;349529;24,7
52522;349532;73,8
52521;349530;128,33
52523;349531;97,55
52519;347476;50,75
52520;358046;55,52
52515;358106;21,51
52516;346701;28,25
52517;350157;32,65
52518;358107;43,11
76005;346600;нет
76007;335583;нет
67281;333931;нет
67282;333932;348,94
374219;562199;нет
120895;530098;49,16
120896;530099;нет
177757;530100;13,65
37280;383325;нет
36616;365201;нет
86755;334971;нет
48003;330857;нет
130724;463492;нет
130725;462766;нет
112485;450113;нет
133851;450622;нет
311947;529531;нет
266885;469442;нет
229086;407982;нет
101112;414790;нет
225462;465684;нет
266886;469444;нет
98813;432268;нет
103610;449663;нет
103611;418115;нет
124450;407094;нет
137051;449777;нет
111936;436293;нет
113311;450122;нет
85134;469443;нет
316793;452181;нет
316794;452182;нет
51902;452180;нет
177791;407095;нет
75864;407093;нет
167480;425792;нет
303151;558713;нет
228804;558715;нет
79203;330941;нет
79278;330942;нет
49532;452164;нет
88759;452169;нет
49534;360048;нет
49533;452165;нет
49530;360049;нет
156012;432120;нет
193545;465878;нет
69457;328535;нет
80314;335439;нет
80315;369521;нет
104986;347913;нет
175346;439959;нет
84401;353514;нет
84391;348609;нет
84395;333331;нет
84392;351668;565,64
367746;554011;нет
367564;554009;нет
377033;529664;нет
282276;487163;нет
282277;487164;нет
80212;335047;нет
80313;349121;нет
98496;340854;нет
80209;335048;нет
47152;328420;нет
40022;333790;нет
40023;333791;нет
80213;360946;нет
67723;331727;нет
67727;350436;нет
67728;332452;нет
67729;331728;нет
86519;349491;нет
86520;349398;нет
86521;349492;нет
67731;349500;нет
67732;349501;нет
67733;331729;нет
67734;331730;нет
98433;351534;нет
132624;358663;нет
132630;358664;нет
132619;358662;нет
190019;416316;нет
128762;462258;нет
123722;346801;нет
160312;456356;нет
202141;464247;29,08
141331;449783;нет
190013;346646;48,8
160314;461649;нет
316404;572251;нет
155490;414962;нет
127482;447441;нет
127481;358280;1,25
67400;467655;нет
170520;358402;нет
181240;530076;нет
181240;530077;нет
267560;530104;нет
267561;530105;нет
267563;530106;нет
193950;530107;нет
267582;530101;нет
136671;572293;нет
199670;558921;нет
199646;561306;нет
199658;561305;нет
199666;527196;нет
199643;527199;нет
199655;527198;нет
96694;359208;1,25
134943;354045;нет
342088;557811;нет
78868;470794;нет
105550;564176;нет
176409;463107;нет
169984;463106;нет
170517;358234;нет
227268;465281;нет
227270;465280;нет
227269;465279;нет
113316;358141;13,63
113313;356417;16,13
113315;357924;8,31
83826;362205;нет
83828;356470;нет
83833;364533;нет
175814;361094;нет
113314;383521;12,79
83827;364652;нет
153706;404699;нет
83829;449484;нет
131146;366210;10,69
113317;450205;13,14
148878;331206;нет
83823;357365;нет
342115;557813;нет
187938;467502;24,64
37904;487081;нет
100787;338350;нет
100785;340321;нет
309206;526168;97,13
58821;376572;нет
58822;414914;2,86
58823;387673;нет
33427;355644;нет
33424;355645;нет
83808;330703;нет
95334;343649;нет
83809;343647;нет
95335;343648;нет
158927;359867;нет
66946;329236;нет
66947;340876;нет
66948;329237;нет
66949;333625;нет
66950;329270;нет
22534;331371;нет
66951;329271;нет
51779;340875;нет
51779;352360;нет
66954;329101;нет
66955;329182;нет
66957;328403;нет
66958;328406;нет
66959;328407;нет
72685;347074;нет
85664;346327;нет
72682;346046;нет
83757;346633;нет
83755;345433;нет
120310;351172;нет
66554;348393;нет
75359;330932;нет
111187;581992;нет
111187;470662;нет
142349;487078;нет
342094;557812;нет
360070;581968;нет
360071;581969;нет
360072;581977;нет
360144;581954;нет
360145;581947;нет
157194;467413;нет
157200;426182;нет
157198;438340;нет
157200;438339;нет
237229;467416;нет
236853;467415;нет
134949;358117;нет
236849;466730;нет
236852;467417;нет
236850;466690;нет
236851;467418;нет
80907;331083;нет
168971;532626;нет
169015;531746;нет
388064;570749;нет
167840;358538;нет
120867;359405;нет
151320;359403;нет
120866;359404;нет
28226;327388;нет
74145;378700;нет
81761;330444;нет
301422;362034;нет
175527;576548;нет
191354;576446;нет
191860;576370;нет
61456;332716;нет
165208;576324;нет
49180;576539;нет
111442;396764;166,44
111443;464241;нет
193018;573600;нет
135039;468811;нет
135038;467324;нет
135040;467323;нет
18641;344486;нет
29039;332181;нет
125851;573539;нет
125850;365926;нет
307220;570845;120,12
38548;329118;нет
38548;369468;нет
60234;332182;нет
49184;378976;нет
47185;346177;нет
97544;576302;нет
229424;576441;23,49
43014;351437;нет
42410;333126;нет
57614;370514;нет
57615;381671;нет
171883;431969;нет
89853;359676;нет
89854;447448;нет
250353;359675;нет
304208;573779;74,58
194687;551518;нет
194689;463291;нет
194688;463290;нет
134324;438960;нет
134191;456293;нет
177761;438959;нет
70799;353412;нет
312719;580918;нет
297840;580844;нет
353180;580848;нет
176145;450338;нет
197112;452887;нет
197109;462102;нет
197111;452111;нет
15476;351981;нет
65122;333627;нет
65131;333628;нет
169426;432260;нет
169420;432257;нет
155657;573432;нет
111798;576536;нет
169432;432256;нет
37035;366888;нет
37292;366928;нет
37291;369533;нет
36741;360988;нет
50145;329934;нет
50146;362852;нет
51263;329832;нет
50142;330034;нет
37292;345243;нет
147397;575764;нет
147402;576972;нет
148000;573733;нет
148003;573566;нет
369059;573636;нет
127545;576672;нет
68181;380923;нет
67728;380924;нет
67734;380925;нет
169466;431927;нет
169466;432263;нет
169472;432258;нет
169480;432255;нет
169479;432254;нет
169477;432052;нет
169478;431366;нет
103039;359138;364,33
147978;580596;нет
110389;384290;нет
103744;373627;нет
67713;397532;нет
367198;580586;нет
103739;573882;нет
66327;386140;нет
178614;580609;нет
62030;369230;нет
62028;368382;нет
62029;366965;нет
62033;366966;нет
62033;379226;нет
401561;576577;нет
169483;432259;нет
368680;580584;нет
368696;580585;нет
160688;576442;нет
81690;373129;нет
369200;576514;нет
369201;573670;нет
169485;431332;нет
169486;431331;нет
169487;432053;нет
169488;432054;нет
103747;580470;нет
103747;580324;нет
103747;580397;нет
168017;580431;нет
168017;580504;нет
168017;580358;нет
98359;573752;нет
96693;577126;14,04
179863;530033;нет
173667;530032;нет
173667;432006;нет
161730;570884;нет
229473;572808;нет
67625;467612;нет
67390;573854;нет
172313;573988;нет
124618;353198;нет
167425;570021;нет
191084;406505;нет
100000413;439670;нет
31838;570777;нет
54700;329752;нет
52294;466444;44,18
51386;382862;256,92
173140;573722;50,04
87080;341748;118,88
87202;341749;119,46
87081;337397;165,38
87078;343341;нет
87077;343343;104,83
87207;342201;233,52
87082;342202;167,28
81604;334374;нет
87083;342203;нет
87080;573505;118,88
114350;574038;58,87
109653;573512;нет
114349;570373;51,24
109655;573777;нет
101123;346895;5,26
71398;379931;нет
298640;514338;нет
66866;368374;нет
14900;362301;нет
160642;439649;нет
160643;439650;нет
94775;577754;нет
94774;487197;нет
94776;474216;нет
160367;580536;7,64
160641;408536;нет
94776;376814;нет
40624;378040;нет
66864;377828;нет
92076;366594;нет
40622;364757;нет
66863;334528;нет
66867;329747;нет
92077;381666;нет
40623;362460;нет
66864;330923;нет
92078;370796;нет
156305;580805;нет
295792;514333;нет
295793;514334;нет
295794;514335;33,35
295795;514336;нет
295796;514337;нет
295785;514326;10,29
295787;514328;18,08
295788;514332;нет
295789;514329;26,21
295790;514330;нет
295791;514331;45,78
295768;514257;нет
295769;514258;нет
295770;514259;нет
295771;514260;нет
295772;514309;нет
295761;468980;9,61
295764;514253;19,19
295765;514254;23,21
295766;514255;нет
295767;514256;39,29
295763;466334;нет
295780;514321;нет
295781;514322;22,27
295782;514323;нет
295783;514324;нет
295784;514325;53,02
295773;514310;9,87
295775;514312;17,63
295776;514313;21,14
295777;514314;25,43
295778;514315;нет
295779;514316;40,39
16228;343555;нет
62138;343554;нет
62138;327169;нет
51233;353862;нет
91439;358833;нет
91440;358834;108,04
91444;358836;170,77
16042;358772;50,62
82754;358828;141,47
71263;343553;нет
41385;334526;нет
41096;348120;нет
40127;333998;нет
51749;334527;нет
39694;334183;нет
41386;349119;нет
41388;348582;нет
39988;334885;нет
39987;335006;нет
46776;335463;нет
41387;348538;нет
51754;335029;нет
41389;335482;нет
40130;334322;нет
39986;335500;нет
52298;333743;нет
51755;335030;нет
51751;336390;нет
163952;424782;нет
163953;424783;нет
163951;424784;нет
33385;378408;нет
369878;573632;нет
48670;338020;нет
45797;328339;нет
28238;334167;нет
62647;339317;нет
76816;354032;нет
62654;438141;нет
76818;329048;нет
156284;576553;нет
62648;345073;5,7
156285;574007;нет
156299;578739;нет
156290;573694;нет
156297;573574;нет
156295;580555;4,77
156300;573527;5,71
156306;573427;9,33
166278;573526;нет
166274;570555;4,25
33386;354392;нет
33387;355068;нет
45795;328340;нет
162495;576673;нет
62647;377610;нет
62654;380306;нет
62650;382173;нет
87900;330132;нет
87902;330133;нет
87903;330448;нет
87904;330080;нет
17358;339990;нет
87900;343666;нет
62131;379867;нет
87901;335905;нет
62133;339379;нет
87905;335906;нет
41096;362247;нет
28233;362246;нет
47416;362344;нет
39691;361865;нет
28232;363862;нет
16894;382140;63,43
28231;362274;нет
16001;382138;89,2
39693;362146;нет
41389;360796;нет
28230;360797;нет
16363;382139;99,57
28229;365864;нет
82754;382137;141,47
28642;361903;нет
127474;359444;нет
129330;359443;нет
129331;359445;нет
148163;531372;нет
148078;533076;нет
110166;531796;нет
15271;578770;нет
59960;328599;нет
59961;327364;нет
295752;514281;нет
295753;514283;нет
110164;439339;нет
110165;572803;нет
295749;514284;нет
162563;576339;нет
162477;576338;нет
162461;576337;нет
162462;576340;нет
15273;327981;нет
15386;326387;нет
3808;329164;нет
47082;364070;нет
101119;346049;2,35
44283;379307;нет
127476;379709;нет
47083;364264;нет
6670;327145;нет
15387;328590;нет
15276;362422;нет
44284;346802;нет
101120;346717;4,81
295726;530102;нет
14904;330146;нет
15116;335105;нет
39327;361937;нет
59684;368482;нет
59692;369927;нет
59676;368058;нет
62647;369503;нет
62649;329049;нет
62652;350434;нет
62653;329047;11,62
295750;514285;нет
16568;326567;нет
16567;330834;нет
65535;364265;нет
101122;350733;2,66
14950;329041;нет
16577;328708;нет
129330;377155;нет
16578;327951;нет
44286;379366;нет
65536;381686;нет
22452;329310;нет
71400;364864;нет
71398;364863;нет
295797;514339;нет
295798;514341;нет
387190;574065;нет
156316;577044;нет
35071;364071;нет
35075;364266;нет
35076;356992;нет
35076;369684;нет
138875;580914;нет
62648;384128;5,7
240780;570190;10,47
142357;462767;нет
102808;466409;нет
49399;327360;нет
49400;356111;нет
49398;326950;нет
84431;326952;нет
49405;326954;нет
49403;326326;нет
49404;326472;нет
84433;326263;нет
49408;326264;нет
49406;326265;нет
49407;326266;нет
84434;326267;нет
49409;333909;нет
49381;347406;нет
49385;327092;нет
49383;326635;нет
49381;326948;нет
84414;326376;нет
49388;326738;нет
49386;326744;нет
49387;326394;нет
84415;326736;нет
49391;326595;нет
49389;326325;нет
49390;327357;нет
49392;333910;нет
97655;340519;нет
139051;328957;нет
139053;329264;нет
87495;353964;нет
142518;387732;нет
259569;468742;нет
259572;468743;нет
362482;487063;нет
71783;353227;нет
70837;371500;нет
44006;329018;нет
105342;341672;нет
169882;531134;нет
295747;514267;нет
77466;572802;нет
77669;557126;нет
169883;530888;нет
295743;514077;3,19
295748;514276;нет
42660;364069;нет
170752;532605;нет
54344;371698;нет
391030;573355;нет
93681;573372;нет
77813;570736;нет
84862;577173;нет
29785;333563;нет
184362;572805;нет
184355;572294;нет
33133;326686;нет
169885;572792;нет
29783;361035;нет
33135;329119;нет
169884;572795;нет
48430;362522;нет
42659;363088;нет
35908;333818;5,96
29649;371440;нет
39026;371697;3,09
39026;331342;3,09
35909;331040;5,87
27514;364455;нет
39025;334586;10,13
34293;362351;нет
48431;362902;нет
47309;337500;9,79
184361;572806;нет
184359;468981;нет
170751;572794;нет
32635;328021;нет
170752;572793;нет
38986;326951;нет
52567;367535;7,35
48837;333819;нет
54344;347771;нет
302584;573354;нет
342127;573663;нет
29785;367187;нет
181064;344676;нет
129814;347970;нет
82360;352860;нет
76271;346081;нет
157419;345411;нет
107626;531650;8,57
107631;530928;4,62
107632;531191;8,04
107635;531708;10,87
84894;576551;нет
84918;573500;нет
84919;573464;нет
97065;573700;нет
63370;580729;нет
53348;578771;нет
129212;576951;нет
39360;576950;нет
299809;526382;41,06
194431;461725;нет
107903;581931;нет
194301;438585;нет
39374;377112;нет
253628;564186;нет
307616;530128;нет
193281;386440;нет
191085;397772;нет
140580;514050;нет
51235;581961;нет
58247;578734;нет
193280;470661;нет
172269;438753;нет
131746;578698;нет
129146;578707;нет
39359;333594;нет
300976;390616;нет
61658;397506;нет
58252;359282;нет
55577;414324;нет
134849;354276;нет
192581;564189;нет
253644;514073;нет
77986;578812;нет
191086;564187;нет
237734;564188;нет
78337;447442;нет
300978;469503;нет
191088;470085;нет
194430;396901;нет
172262;447443;нет
301950;392628;нет
194430;358447;нет
191087;358448;нет
237735;467376;нет
194426;465812;нет
127682;578748;нет
253649;514052;нет
107901;397194;нет
146649;456445;нет
172260;468747;нет
253651;468748;нет
253652;564190;нет
45021;386310;нет
191090;390623;нет
253653;390617;нет
145935;468824;нет
191089;450288;нет
192584;456446;нет
58269;528870;нет
194991;463362;нет
183933;573553;нет
14919;334951;нет
16051;337296;нет
120860;464128;нет
84637;359379;нет
84634;359377;нет
155639;359378;нет
135836;580541;нет
211152697;365111;нет
97786;338301;85,49
152586;464161;нет
